"In the context of testing, what is 'mocking'?","Creating simulated objects that mimic the behavior of real objects in controlled ways, used to isolate the unit under test from its dependencies."
Which library is commonly used with JUnit in Spring applications for creating mock objects?,Mockito.
"In Mockito, what does the `when(...).thenReturn(...)` construct do?","It defines the behavior of a mocked method, specifying what value should be returned when the method is called with certain arguments."
The `@Test` annotation in JUnit 5 marks a method as a _____.,test method
What is the purpose of the `@BeforeEach` annotation in JUnit 5?,"It marks a method that should be executed before each test method in the class, typically used for setup logic."
What is the purpose of the `@AfterEach` annotation in JUnit 5?,"It marks a method that should be executed after each test method in the class, typically used for teardown or cleanup logic."
"How do assertions (e.g., `assertEquals`) function in a unit test?","They verify that a certain condition is met; if the condition is false, the test fails."
What is the purpose of the `@Valid` annotation when used on a `@RequestBody` parameter?,"It triggers the validation of the object based on constraints (e.g., `@NotEmpty`, `@NotNull`) defined within the object's class."
"The `Optional<T>` class is used in Java to represent a value that may or may not be present, helping to avoid _____.",`NullPointerException`s
"In the shopping cart project, what does the `@JoinColumn` annotation specify?",It specifies the foreign key column used when joining an entity association or an element collection.
What is the difference between `@Entity` and `@Table` annotations in JPA?,"`@Entity` marks a class as a manageable persistence object, while `@Table` allows you to specify the exact name of the database table it maps to."
"In the shopping cart project, what is the relationship between `Cart` and `CartItem`?","A one-to-many relationship, where one `Cart` can have many `CartItem`s."
What is the purpose of creating a custom exception class like `ResourceNotFoundException`?,"To handle specific error scenarios in a structured way, allowing for clearer error handling and more meaningful responses to the client."
"In Postman, what is the 'Body' tab used for in requests like POST or PUT?","To send data to the server, often in formats like JSON or form-data."
"In Postman, what is the 'Authorization' tab used for?","To configure and send authentication credentials with a request, such as a Bearer Token for JWT authentication."
What does the `spring.jpa.hibernate.ddl-auto=update` property do?,"It instructs Hibernate to update the database schema if necessary upon application startup, without dropping existing data."
"In the shopping cart project, how is the total price of a cart calculated?","By summing up the total price of all `CartItem`s, where each item's total is its unit price multiplied by its quantity."
"In a many-to-many relationship between `User` and `Role`, what is typically used to manage the association in the database?",A join table (or link table) that contains foreign keys referencing the primary keys of both the user and role tables.
The `@ManyToMany` annotation is used to define a many-to-many relationship between two _____.,entities
"In Spring Security, what is the role of an `AuthenticationManager`?","It processes an `Authentication` request, attempting to authenticate the user."
How can you disable CSRF (Cross-Site Request Forgery) protection in a Spring Security configuration?,By using `http.csrf(csrf -> csrf.disable())` within the `SecurityFilterChain` bean configuration.
What is the purpose of the `AuthenticationEntryPoint` in Spring Security?,"It is used to commence an authentication scheme when an unauthenticated user attempts to access a protected resource, often by returning a 401 Unauthorized error."
"In the provided JWT implementation, claims such as user ID and roles are encoded into the token's _____.",payload
What is the purpose of `SecurityContextHolder` in Spring Security?,"It is a helper class that provides access to the security context, which stores the `Authentication` object representing the currently authenticated user."
Term: Java Record,"A special type of class in Java, introduced in Java 14, designed to be a transparent and immutable carrier for a fixed set of data, reducing boilerplate code for DTOs and value objects."
"The `@Profile(""dev"")` annotation on a bean or configuration class ensures it is only active when the 'dev' profile is _____.",enabled
"In the context of REST, what does it mean for a service to be 'stateless'?",The server does not store any client context or session state between requests; each request from a client must contain all the information needed to understand and process it.
What is a 'mapper' class in the context of the DTO pattern?,A class or component responsible for converting data between entity objects and DTOs.
"In the `SecurityFilterChain`, what is the purpose of `.authorizeHttpRequests()`?","It is used to begin configuring URL-based security rules, specifying which requests should be permitted, denied, or require authentication."
How does the `BCryptPasswordEncoder` work?,"It uses the BCrypt strong hashing function to encode passwords, which includes a randomly generated salt with each hash to protect against rainbow table attacks."
"In the shopping cart project, when an order is successfully placed, what happens to the user's cart?","The cart is cleared, and its items are converted into order items associated with the new order."
