What is the difference between an opaque access token and a JSON Web Token (JWT)?,"An opaque token contains no data and must be validated by the authorization server (via introspection), whereas a JWT is a self-contained token with signed data that the resource server can validate locally."
What is the most common OAuth 2 grant type used for applications where a user is present and needs to log in?,The Authorization Code grant type.
What enhancement does PKCE (Proof Key for Code Exchange) add to the Authorization Code flow?,It adds protection against authorization code interception attacks by requiring the client to prove it was the original requester using a code verifier and challenge.
Which OAuth 2 grant type is used for service-to-service communication where no user is involved?,The Client Credentials grant type.
What is the primary purpose of a refresh token in OAuth 2?,"It allows a client to obtain a new access token when the current one expires, without requiring the user to log in again."
What major feature does OpenID Connect (OIDC) add on top of the OAuth 2 specification?,"It adds an identity layer, providing an extra 'ID token' that contains standardized information about the authenticated user."
"When configuring a Spring Security OAuth 2 resource server to validate JWTs, what is the purpose of the `jwkSetUri`?",It's the URI where the resource server can fetch the authorization server's public keys to verify the signature of incoming JWTs.
The process where a resource server contacts the authorization server to validate an opaque token is known as _____.,introspection
"When a backend application needs to call another secured backend service in an OAuth 2 system, it acts as a(n) _____.",client
"To implement a 'Login with Google' feature in a Spring web app, which Spring Boot starter dependency is primarily used?",The `spring-boot-starter-oauth2-client` dependency.
"In a reactive Spring application using WebFlux, what is the reactive equivalent of the `UserDetailsService`?",The `ReactiveUserDetailsService`.
What is the reactive equivalent of `SecurityFilterChain` for configuring security in a WebFlux application?,`SecurityWebFilterChain`.
"To enable method-level security in a reactive Spring application, which annotation is used?",The `@EnableReactiveMethodSecurity` annotation.
"When testing Spring Security authorization configurations in isolation, what is the purpose of using `@WithMockUser`?","It populates the `SecurityContext` with a mock authenticated user, bypassing the actual authentication process to focus solely on testing authorization rules."
"In Spring MVC tests, which `RequestPostProcessor` is used to simulate an authentication attempt with HTTP Basic?","The `httpBasic(""username"", ""password"")` post-processor."
"To include a valid CSRF token in a test request using MockMvc, which `RequestPostProcessor` should be used?",The `csrf()` post-processor from `SecurityMockMvcRequestPostProcessors`.
"When testing a reactive Spring application, what is the reactive equivalent of `MockMvc`?",`WebTestClient`.
"The HTTP 401 Unauthorized status code is typically used to represent a failed _____, while the 403 Forbidden status is for a failed _____.","authentication, authorization"
What is the primary contract that represents the authentication request and holds principal details in Spring Security?,The `Authentication` interface.
"In a configuration class, how do you specify that an endpoint should be accessible to everyone, including unauthenticated users?",By using the `.permitAll()` method in the authorization configuration chain.
"To configure an OAuth 2 resource server, which method of `HttpSecurity` is the starting point?",The `oauth2ResourceServer()` method.
Which class is used to build a `UserDetails` object without creating a custom implementation class?,The `User` builder class (`User.withUsername(...)`).
"When defining roles for a user, what prefix should the role name string have if using the `authorities()` method?",The `ROLE_` prefix.
What component in a reactive app is the equivalent of `HttpServletRequest` and `HttpServletResponse` in a servlet-based app?,The `ServerWebExchange`.
"In reactive programming with Project Reactor, a _____ is a publisher for a single value, while a _____ is a publisher for multiple values.","`Mono`, `Flux`"
"When testing an OAuth 2 resource server, what method can be used with MockMvc to provide a mock JWT for the test request?",The `jwt()` method from `SecurityMockMvcRequestPostProcessors`.
What is the purpose of the `AuthenticationEntryPoint` in Spring Security?,It is used to customize the response sent to the client when an authentication attempt fails or is required.
What is the main difference between an `AuthenticationSuccessHandler` and an `AuthenticationFailureHandler`?,"An `AuthenticationSuccessHandler` defines the logic to execute upon a successful login, while an `AuthenticationFailureHandler` defines the logic for a failed login."
