"In the `Collator` class, what does setting the strength to `PRIMARY` achieve?","It instructs the collator to pay attention only to primary differences (e.g., 'a' vs 'b') and ignore secondary (accents) and tertiary (case) differences."
"A _____ is used to locate and load localized application resources, such as strings from property files or objects from classes.",`ResourceBundle`
"If you need a resource bundle for the locale `de_CH`, in what order will `ResourceBundle.getBundle` search for property files?",1. `baseName_de_CH.properties` 2. `baseName_de.properties` 3. `baseName.properties`.
How can you programmatically invoke the Java compiler from within a Java application?,By obtaining a `JavaCompiler` instance from `ToolProvider.getSystemJavaCompiler()` and calling its `run()` or `getTask()` method.
What is the purpose of the Java Scripting API (JSR 223)?,It provides a standard way to embed scripting languages (like JavaScript or Python) into Java applications and execute their scripts.
"In the Java Scripting API, a _____ is a library that can execute scripts in a particular language.",scripting engine
What does the `Invocable` interface allow you to do with a script engine?,It allows you to call functions and methods defined within a script directly from your Java code.
What role does the bytecode verifier play in Java's security model?,"It inspects the bytecodes of a newly loaded class to ensure they don't perform damaging actions, such as violating access rules or causing stack overflows."
Why is a bytecode verifier necessary even if the code was produced by a trusted Java compiler?,The verifier guards against maliciously altered class files that could be crafted manually to contain valid but unsafe bytecode instructions.
"What is a message digest, such as SHA-1, in cryptography?","It is a digital fingerprint of a block of data, used to verify data integrity by ensuring the data has not been altered."
"Digital signature algorithms like DSA use a pair of keys. Which key is used to sign a message, and which is used to verify the signature?","The private key is used to sign the message, and the corresponding public key is used to verify the signature."
What two facts can a recipient be assured of if a digital signature verification passes?,1. The original message has not been altered. 2. The message was signed by the holder of the private key matching the public key used for verification.
What command-line tool is used in Java to manage keystores of certificates and key pairs?,The `keytool` program.
Which command-line tool is used to sign and verify JAR files in Java?,The `jarsigner` program.
What is the role of a Certificate Authority (CA) in public key cryptography?,"A Certificate Authority is a trusted entity that signs the public keys of others, vouching for the identity of the key's owner and solving the authentication problem."
